135
80
445
53
6667
9
2222
74
3127
138
443
137
15525
68
6346
7
26
67
161
9516
3
5190
771
110
6347
5353
11677
22
4444
993
17
37892
139
1900
97
2151
4662
1029
427
25
616
520
995
8
497
6348
4000
123
11170
47
6881
500
1863
23221
1028
4672
1026
143
10023
3389
18
2048
2049
1027
8080
